Class_path,Method_%,Method_fraction,Block_%,Block_fraction,Branch_%,Branch_fraction,Line_%,Line_fraction
org\apache\hive\hcatalog\templeton\SecureProxySupport$1,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hive\hcatalog\templeton\SecureProxySupport$2,0,(0/2),0,(0/2),-,,0,(0/6)
org\apache\hive\hcatalog\templeton\SecureProxySupport$3,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\hcatalog\templeton\SecureProxySupport$TokenWrapper,0,(0/1),0,(0/1),-,,0,(0/1)
org\apache\hive\hcatalog\templeton\SecureProxySupport,0,(0/11),0,(0/21),0,(0/8),0,(0/51)
org\apache\hive\hcatalog\templeton\Server,16,(8/51),6,(8/138),0,(0/94),7,(26/352)
org\apache\hive\hcatalog\templeton\SimpleExceptionMapper,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\hcatalog\templeton\SimpleWebException,0,(0/4),0,(0/8),0,(0/2),0,(0/20)
org\apache\hive\hcatalog\templeton\SqoopDelegator,0,(0/5),0,(0/44),0,(0/40),0,(0/64)
org\apache\hive\hcatalog\templeton\StatusDelegator,0,(0/5),0,(0/21),0,(0/14),0,(0/27)
org\apache\hive\hcatalog\templeton\StreamingDelegator,0,(0/3),0,(0/20),0,(0/14),0,(0/35)
org\apache\hive\hcatalog\templeton\StreamOutputWriter,0,(0/2),0,(0/7),0,(0/2),0,(0/13)
org\apache\hive\hcatalog\templeton\TableDesc$ClusteredByDesc,67,(2/3),67,(8/12),50,(5/10),67,(8/12)
org\apache\hive\hcatalog\templeton\TableDesc$ClusterSortOrderDesc,75,(3/4),67,(8/12),50,(4/8),73,(11/15)
org\apache\hive\hcatalog\templeton\TableDesc$RowFormatDesc,100,(2/2),77,(10/13),50,(7/14),83,(10/12)
org\apache\hive\hcatalog\templeton\TableDesc$SerdeDesc,100,(2/2),70,(7/10),50,(4/8),78,(7/9)
org\apache\hive\hcatalog\templeton\TableDesc$SortDirectionDesc,100,(2/2),100,(2/2),-,,100,(3/3)
org\apache\hive\hcatalog\templeton\TableDesc$StorageFormatDesc,100,(2/2),73,(8/11),50,(5/10),80,(8/10)
org\apache\hive\hcatalog\templeton\TableDesc$StoredByDesc,100,(2/2),70,(7/10),50,(4/8),78,(7/9)
org\apache\hive\hcatalog\templeton\TableDesc,67,(2/3),80,(16/20),50,(13/26),86,(18/21)
org\apache\hive\hcatalog\templeton\TableLikeDesc,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\hive\hcatalog\templeton\TablePropertyDesc,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\hcatalog\templeton\TempletonDelegator,0,(0/1),0,(0/1),-,,0,(0/3)
org\apache\hive\hcatalog\templeton\UgiFactory,67,(2/3),60,(3/5),50,(1/2),80,(8/10)
org\apache\hive\hcatalog\templeton\VersionDelegator,0,(0/6),0,(0/14),0,(0/8),0,(0/23)
org\apache\hive\hcatalog\templeton\WadlConfig,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hive\hcatalog\templeton\tool\DelegationTokenCache,0,(0/6),0,(0/6),-,,0,(0/8)
org\apache\hive\hcatalog\templeton\tool\HDFSCleanup,86,(6/7),53,(18/34),39,(7/18),69,(36/52)
org\apache\hive\hcatalog\templeton\tool\HDFSStorage$1,100,(1/1),60,(3/5),-,,100,(1/1)
org\apache\hive\hcatalog\templeton\tool\HDFSStorage,33,(4/12),20,(9/44),18,(3/17),20,(15/74)
org\apache\hive\hcatalog\templeton\tool\HiveJobIDParser,100,(2/2),100,(2/2),-,,100,(3/3)
org\apache\hive\hcatalog\templeton\tool\JarJobIDParser,100,(2/2),100,(2/2),-,,100,(3/3)
org\apache\hive\hcatalog\templeton\tool\JobIDParser,100,(4/4),71,(10/14),63,(5/8),88,(23/26)
org\apache\hive\hcatalog\templeton\tool\JobStateTracker,0,(0/8),0,(0/24),0,(0/4),0,(0/40)
org\apache\hive\hcatalog\templeton\tool\LaunchMapper$KeepAlive,0,(0/3),0,(0/11),0,(0/4),0,(0/19)
org\apache\hive\hcatalog\templeton\tool\LaunchMapper$Watcher,0,(0/2),0,(0/39),0,(0/36),0,(0/51)
org\apache\hive\hcatalog\templeton\tool\LaunchMapper,0,(0/15),0,(0/85),0,(0/58),0,(0/173)
org\apache\hive\hcatalog\templeton\tool\LogRetriever$1,0,(0/1),0,(0/11),-,,0,(0/1)
org\apache\hive\hcatalog\templeton\tool\LogRetriever$AttemptInfo$AttemptStatus,0,(0/2),0,(0/2),-,,0,(0/1)
org\apache\hive\hcatalog\templeton\tool\LogRetriever$AttemptInfo,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\hcatalog\templeton\tool\NotFoundException,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hive\hcatalog\templeton\tool\NullRecordReader,0,(0/7),0,(0/7),-,,0,(0/7)
org\apache\hive\hcatalog\templeton\tool\NullSplit,0,(0/5),0,(0/5),-,,0,(0/5)
org\apache\hive\hcatalog\templeton\tool\PigJobIDParser,100,(2/2),100,(2/2),-,,100,(3/3)
org\apache\hive\hcatalog\templeton\tool\SingleInputFormat,0,(0/3),0,(0/3),-,,0,(0/5)
org\apache\hive\hcatalog\templeton\tool\TempletonControllerJob$1$1,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\hcatalog\templeton\tool\TempletonControllerJob$1,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\hcatalog\templeton\tool\TempletonControllerJob,0,(0/6),0,(0/23),0,(0/20),0,(0/56)
org\apache\hive\hcatalog\templeton\tool\TempletonStorage$Type,100,(2/2),100,(2/2),-,,100,(2/2)
org\apache\hive\hcatalog\templeton\tool\TempletonUtils$1,100,(2/2),100,(2/2),-,,100,(2/2)
org\apache\hive\hcatalog\templeton\tool\TempletonUtils,59,(16/27),56,(94/168),52,(68/130),56,(106/188)
org\apache\hive\hcatalog\templeton\tool\TrivialExecService,100,(7/7),86,(24/28),67,(12/18),87,(34/39)
org\apache\hive\hcatalog\templeton\tool\ZooKeeperStorage$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\hcatalog\templeton\tool\ZooKeeperStorage,0,(0/18),0,(0/66),0,(0/23),0,(0/116)
org\apache\hive\jdbc\ClosedOrCancelledStatementException,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\jdbc\HiveBaseResultSet$1,0,(0/1),0,(0/19),-,,0,(0/1)
org\apache\hive\jdbc\HiveBaseResultSet,0,(0/193),0,(0/307),0,(0/104),0,(0/342)
org\apache\hive\jdbc\HiveCallableStatement,0,(0/213),0,(0/213),-,,0,(0/215)
org\apache\hive\jdbc\HiveConnection$1,0,(0/3),0,(0/9),0,(0/6),0,(0/7)
org\apache\hive\jdbc\HiveDatabaseMetaData$1,0,(0/4),0,(0/4),-,,0,(0/4)
org\apache\hive\jdbc\HiveDatabaseMetaData$GetColumnsComparator,0,(0/2),0,(0/8),0,(0/6),0,(0/9)
org\apache\hive\jdbc\HiveDatabaseMetaData$GetTablesComparator,0,(0/2),0,(0/4),0,(0/2),0,(0/5)
org\apache\hive\jdbc\HiveDatabaseMetaData,0,(0/181),0,(0/233),0,(0/34),0,(0/342)
org\apache\hive\jdbc\HiveDataSource,0,(0/10),0,(0/11),-,,0,(0/13)
org\apache\hive\jdbc\HiveDriver,0,(0/14),0,(0/57),0,(0/38),0,(0/90)
org\apache\hive\jdbc\HiveMetaDataResultSet,0,(0/2),0,(0/14),0,(0/8),0,(0/17)
org\apache\hive\jdbc\HivePreparedStatement,0,(0/58),0,(0/100),0,(0/42),0,(0/127)
org\apache\hive\jdbc\HiveQueryResultSet$1,0,(0/1),0,(0/7),-,,0,(0/1)
org\apache\hive\jdbc\HiveQueryResultSet$Builder,0,(0/14),0,(0/17),0,(0/2),0,(0/47)
org\apache\hive\jdbc\HiveQueryResultSet,0,(0/16),0,(0/96),0,(0/70),0,(0/154)
org\apache\hive\jdbc\HiveResultSetMetaData,0,(0/26),0,(0/33),0,(0/8),0,(0/42)
org\apache\hive\jdbc\HiveStatement$1,0,(0/1),0,(0/17),-,,0,(0/1)
org\apache\hive\jdbc\HiveStatement,0,(0/53),0,(0/116),0,(0/45),0,(0/217)
org\apache\hive\jdbc\HttpBasicAuthInterceptor,0,(0/2),0,(0/4),0,(0/2),0,(0/8)
org\apache\hive\jdbc\HttpKerberosRequestInterceptor,0,(0/3),0,(0/6),-,,0,(0/15)
org\apache\hive\jdbc\HttpRequestInterceptorBase,0,(0/2),0,(0/23),0,(0/24),0,(0/25)
org\apache\hive\jdbc\JdbcColumn$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\jdbc\JdbcColumn,0,(0/16),0,(0/170),0,(0/179),0,(0/179)
org\apache\hive\jdbc\JdbcColumnAttributes,0,(0/3),0,(0/3),-,,0,(0/9)
org\apache\hive\jdbc\JdbcTable,0,(0/6),0,(0/6),-,,0,(0/11)
org\apache\hive\jdbc\JdbcUriParseException,0,(0/3),0,(0/3),-,,0,(0/6)
org\apache\hive\jdbc\Utils$JdbcConnectionParams,0,(0/24),0,(0/24),-,,0,(0/44)
org\apache\hive\jdbc\Utils,0,(0/14),0,(0/90),0,(0/76),0,(0/145)
org\apache\hive\jdbc\ZooKeeperHiveClientException,0,(0/3),0,(0/3),-,,0,(0/6)
org\apache\hive\jdbc\ZooKeeperHiveClientHelper$DummyWatcher,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\jdbc\ZooKeeperHiveClientHelper,0,(0/3),0,(0/14),0,(0/10),0,(0/27)
org\apache\hive\service\AbstractService,15,(2/13),10,(2/20),0,(0/8),16,(6/37)
org\apache\hive\service\BreakableService$1,0,(0/1),0,(0/9),-,,0,(0/1)
org\apache\hive\service\BreakableService$BrokenLifecycleEvent,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\service\BreakableService,0,(0/12),0,(0/19),0,(0/7),0,(0/40)
org\apache\hive\service\CompositeService$CompositeServiceShutdownHook,0,(0/2),0,(0/4),-,,0,(0/8)
org\apache\hive\service\CompositeService,33,(3/9),12,(3/26),0,(0/10),16,(6/37)
org\apache\hive\service\CookieSigner,100,(5/5),74,(14/19),50,(7/14),77,(24/31)
org\apache\hive\service\FilterService,0,(0/10),0,(0/10),-,,0,(0/18)
org\apache\hive\service\Service$STATE,100,(2/2),100,(2/2),-,,100,(5/5)
org\apache\hive\service\ServiceException,0,(0/3),0,(0/3),-,,0,(0/6)
org\apache\hive\service\ServiceOperations,0,(0/8),0,(0/15),0,(0/6),0,(0/28)
org\apache\hive\service\ServiceUtils,50,(1/2),67,(4/6),50,(2/4),78,(7/9)
org\apache\hive\service\TestCookieSigner,100,(5/5),82,(9/11),50,(3/6),100,(9/9)
org\apache\hive\service\auth\AnonymousAuthenticationProviderImpl,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\auth\AuthenticationProviderFactory$AuthMethods,0,(0/4),0,(0/9),0,(0/4),0,(0/13)
org\apache\hive\service\auth\AuthenticationProviderFactory,0,(0/2),0,(0/10),0,(0/8),0,(0/11)
org\apache\hive\service\auth\CustomAuthenticationProviderImpl,0,(0/2),0,(0/2),-,,0,(0/8)
org\apache\hive\service\auth\HiveAuthFactory$AuthTypes,0,(0/3),0,(0/3),-,,0,(0/11)
org\apache\hive\service\auth\HttpAuthenticationException,0,(0/3),0,(0/3),-,,0,(0/6)
org\apache\hive\service\auth\HttpAuthUtils$HttpKerberosClientAction,0,(0/2),0,(0/2),-,,0,(0/18)
org\apache\hive\service\auth\HttpAuthUtils,0,(0/6),0,(0/17),0,(0/10),0,(0/38)
org\apache\hive\service\auth\KerberosSaslHelper$CLIServiceProcessorFactory,0,(0/2),0,(0/2),-,,0,(0/6)
org\apache\hive\service\auth\KerberosSaslHelper,0,(0/5),0,(0/12),0,(0/4),0,(0/21)
org\apache\hive\service\auth\LdapAuthenticationProviderImpl,100,(3/3),50,(9/18),36,(5/14),50,(13/26)
org\apache\hive\service\auth\PamAuthenticationProviderImpl,0,(0/2),0,(0/10),0,(0/8),0,(0/13)
org\apache\hive\service\auth\PlainSaslHelper$PlainCallbackHandler,0,(0/2),0,(0/10),0,(0/6),0,(0/14)
org\apache\hive\service\auth\PlainSaslHelper$PlainServerCallbackHandler,0,(0/2),0,(0/14),0,(0/10),0,(0/22)
org\apache\hive\service\auth\PlainSaslHelper$SQLPlainProcessorFactory,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hive\service\auth\PlainSaslHelper,0,(0/5),0,(0/7),-,,0,(0/12)
org\apache\hive\service\auth\PlainSaslServer$SaslPlainProvider,0,(0/1),0,(0/1),-,,0,(0/3)
org\apache\hive\service\auth\PlainSaslServer$SaslPlainServerFactory,0,(0/3),0,(0/6),0,(0/2),0,(0/7)
org\apache\hive\service\auth\PlainSaslServer,0,(0/9),0,(0/36),0,(0/22),0,(0/47)
org\apache\hive\service\auth\SaslQOP,0,(0/4),0,(0/11),0,(0/6),0,(0/19)
org\apache\hive\service\auth\TestLdapAuthenticationProviderImpl,100,(4/4),100,(9/9),50,(2/4),100,(23/23)
org\apache\hive\service\auth\TestPlainSaslHelper,100,(2/2),100,(2/2),-,,100,(12/12)
org\apache\hive\service\auth\TSetIpAddressProcessor$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\auth\TSetIpAddressProcessor$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\auth\TSetIpAddressProcessor,0,(0/8),0,(0/21),0,(0/12),0,(0/32)
org\apache\hive\service\auth\TSubjectAssumingTransport$1,0,(0/2),0,(0/4),-,,0,(0/6)
org\apache\hive\service\auth\TSubjectAssumingTransport,0,(0/2),0,(0/7),0,(0/2),0,(0/13)
org\apache\hive\service\cli\CLIService,11,(4/37),9,(6/66),6,(1/18),12,(21/173)
org\apache\hive\service\cli\CLIServiceClient,0,(0/3),0,(0/3),-,,0,(0/3)
org\apache\hive\service\cli\CLIServiceTest,0,(0/11),0,(0/27),0,(0/12),0,(0/173)
org\apache\hive\service\cli\CLIServiceUtils,0,(0/3),0,(0/19),0,(0/14),0,(0/22)
org\apache\hive\service\cli\Column$1,0,(0/1),0,(0/19),-,,0,(0/1)
org\apache\hive\service\cli\Column,0,(0/18),0,(0/185),0,(0/144),0,(0/247)
org\apache\hive\service\cli\ColumnBasedSet$1,0,(0/4),0,(0/10),0,(0/4),0,(0/8)
org\apache\hive\service\cli\ColumnBasedSet,0,(0/13),0,(0/34),0,(0/14),0,(0/44)
org\apache\hive\service\cli\ColumnDescriptor,0,(0/12),0,(0/12),-,,0,(0/32)
org\apache\hive\service\cli\ColumnValue$1,0,(0/1),0,(0/57),-,,0,(0/2)
org\apache\hive\service\cli\ColumnValue,0,(0/29),0,(0/107),0,(0/82),0,(0/123)
org\apache\hive\service\cli\EmbeddedCLIServiceClient,0,(0/22),0,(0/22),-,,0,(0/29)
org\apache\hive\service\cli\FetchOrientation,0,(0/4),0,(0/9),0,(0/4),0,(0/15)
org\apache\hive\service\cli\FetchType,0,(0/4),0,(0/9),0,(0/4),0,(0/11)
org\apache\hive\service\cli\GetInfoType,0,(0/4),0,(0/9),0,(0/4),0,(0/56)
org\apache\hive\service\cli\GetInfoValue$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\GetInfoValue,0,(0/10),0,(0/15),0,(0/4),0,(0/27)
org\apache\hive\service\cli\Handle,0,(0/6),0,(0/20),0,(0/14),0,(0/27)
org\apache\hive\service\cli\HandleIdentifier,0,(0/9),0,(0/31),0,(0/22),0,(0/49)
org\apache\hive\service\cli\HiveSQLException,53,(9/17),74,(35/47),79,(22/28),80,(76/95)
org\apache\hive\service\cli\OperationHandle,0,(0/11),0,(0/22),0,(0/10),0,(0/37)
org\apache\hive\service\cli\OperationState$1,0,(0/1),0,(0/15),-,,0,(0/1)
org\apache\hive\service\cli\OperationState,0,(0/7),0,(0/19),0,(0/26),0,(0/31)
org\apache\hive\service\cli\OperationStatus,0,(0/3),0,(0/3),-,,0,(0/6)
org\apache\hive\service\cli\OperationType,0,(0/4),0,(0/9),0,(0/4),0,(0/18)
org\apache\hive\service\cli\PatternOrIdentifier,0,(0/4),0,(0/7),0,(0/2),0,(0/8)
org\apache\hive\service\cli\RowBasedSet$1,0,(0/4),0,(0/7),0,(0/2),0,(0/10)
org\apache\hive\service\cli\RowBasedSet$RemovableList,0,(0/3),0,(0/3),-,,0,(0/4)
org\apache\hive\service\cli\RowBasedSet,0,(0/12),0,(0/18),0,(0/4),0,(0/35)
org\apache\hive\service\cli\RowSetFactory,0,(0/3),0,(0/7),0,(0/4),0,(0/7)
org\apache\hive\service\cli\SessionHandle,0,(0/7),0,(0/7),-,,0,(0/14)
org\apache\hive\service\cli\TableSchema,0,(0/13),0,(0/25),0,(0/8),0,(0/36)
org\apache\hive\service\cli\TestHiveSQLException$1,100,(2/2),100,(2/2),-,,100,(9/9)
org\apache\hive\service\cli\TestHiveSQLException,100,(11/11),100,(11/11),-,,100,(64/64)
org\apache\hive\service\cli\Type$1,0,(0/1),0,(0/17),-,,0,(0/1)
org\apache\hive\service\cli\Type,0,(0/28),0,(0/65),0,(0/42),0,(0/88)
org\apache\hive\service\cli\TypeDescriptor$1,0,(0/1),0,(0/29),-,,0,(0/1)
org\apache\hive\service\cli\TypeDescriptor,0,(0/11),0,(0/36),0,(0/31),0,(0/52)
org\apache\hive\service\cli\TypeQualifiers,0,(0/10),0,(0/31),0,(0/22),0,(0/51)
org\apache\hive\service\cli\operation\ClassicTableTypeMapping$ClassicTableTypes,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\service\cli\operation\ClassicTableTypeMapping,0,(0/4),0,(0/11),0,(0/6),0,(0/24)
org\apache\hive\service\cli\operation\ExecuteStatementOperation,0,(0/5),0,(0/11),0,(0/4),0,(0/20)
org\apache\hive\service\cli\operation\GetCatalogsOperation,0,(0/5),0,(0/7),0,(0/2),0,(0/14)
org\apache\hive\service\cli\operation\GetColumnsOperation,0,(0/5),0,(0/23),0,(0/14),0,(0/77)
org\apache\hive\service\cli\operation\GetFunctionsOperation,0,(0/5),0,(0/19),0,(0/14),0,(0/39)
org\apache\hive\service\cli\operation\GetSchemasOperation,0,(0/5),0,(0/12),0,(0/4),0,(0/27)
org\apache\hive\service\cli\operation\GetTablesOperation,0,(0/5),0,(0/20),0,(0/12),0,(0/49)
org\apache\hive\service\cli\operation\GetTableTypesOperation,0,(0/5),0,(0/12),0,(0/4),0,(0/25)
org\apache\hive\service\cli\operation\GetTypeInfoOperation,0,(0/5),0,(0/12),0,(0/4),0,(0/55)
org\apache\hive\service\cli\operation\HiveCommandOperation,0,(0/10),0,(0/39),0,(0/18),0,(0/91)
org\apache\hive\service\cli\operation\HiveTableTypeMapping,0,(0/4),0,(0/7),0,(0/2),0,(0/7)
org\apache\hive\service\cli\operation\LogDivertAppender$NameFilter,0,(0/4),0,(0/21),0,(0/16),0,(0/34)
org\apache\hive\service\cli\operation\LogDivertAppender,0,(0/6),0,(0/29),0,(0/20),0,(0/46)
org\apache\hive\service\cli\operation\MetadataOperation,0,(0/5),0,(0/13),0,(0/8),0,(0/18)
org\apache\hive\service\cli\operation\Operation,0,(0/37),0,(0/74),0,(0/32),0,(0/109)
org\apache\hive\service\cli\operation\OperationManager,3,(1/29),2,(1/60),0,(0/30),4,(4/100)
org\apache\hive\service\cli\operation\SQLOperation$1$1,0,(0/2),0,(0/5),-,,0,(0/11)
org\apache\hive\service\cli\operation\SQLOperation$1,0,(0/2),0,(0/9),0,(0/6),0,(0/12)
org\apache\hive\service\cli\operation\SQLOperation,0,(0/17),0,(0/103),0,(0/66),0,(0/188)
org\apache\hive\service\cli\operation\TableTypeMappingFactory$TableTypeMappings,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\service\cli\operation\TableTypeMappingFactory,0,(0/3),0,(0/5),0,(0/2),0,(0/6)
org\apache\hive\service\cli\session\HiveSessionHookContextImpl,0,(0/4),0,(0/4),-,,0,(0/6)
org\apache\hive\service\cli\session\HiveSessionImpl$1,0,(0/1),0,(0/15),-,,0,(0/1)
org\apache\hive\service\cli\session\HiveSessionImpl$GlobalHivercFileProcessor,0,(0/3),0,(0/5),-,,0,(0/14)
org\apache\hive\service\cli\session\HiveSessionImplwithUGI,0,(0/14),0,(0/49),0,(0/16),0,(0/67)
org\apache\hive\service\cli\session\HiveSessionProxy$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\session\HiveSessionProxy,0,(0/4),0,(0/14),0,(0/6),0,(0/22)
org\apache\hive\service\cli\session\SessionManager$1,0,(0/3),0,(0/19),0,(0/12),0,(0/21)
org\apache\hive\service\cli\session\SessionManager$2,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\service\cli\session\SessionManager$3,50,(1/2),50,(1/2),-,,50,(1/2)
org\apache\hive\service\cli\session\SessionManager$4,50,(1/2),50,(1/2),-,,50,(1/2)
org\apache\hive\service\cli\session\SessionManager$5,50,(1/2),50,(1/2),-,,50,(1/2)
org\apache\hive\service\cli\session\TestSessionGlobalInitFile$FakeEmbeddedThriftBinaryCLIService,50,(1/2),50,(1/2),-,,86,(6/7)
org\apache\hive\service\cli\session\TestSessionGlobalInitFile,22,(2/9),22,(2/9),-,,32,(20/63)
org\apache\hive\service\cli\session\TestSessionHooks$SessionHookTest,33,(1/3),33,(1/3),-,,13,(1/8)
org\apache\hive\service\cli\session\TestSessionHooks,60,(3/5),60,(3/5),-,,42,(10/24)
org\apache\hive\service\cli\thrift\EmbeddedThriftBinaryCLIService,67,(2/3),67,(2/3),-,,89,(8/9)
org\apache\hive\service\cli\thrift\TArrayTypeEntry$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TArrayTypeEntry$TArrayTypeEntryStandardScheme,0,(0/3),0,(0/12),0,(0/6),0,(0/24)
org\apache\hive\service\cli\thrift\TArrayTypeEntry$TArrayTypeEntryStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TArrayTypeEntry$TArrayTypeEntryTupleScheme,0,(0/3),0,(0/3),-,,0,(0/8)
org\apache\hive\service\cli\thrift\TArrayTypeEntry$TArrayTypeEntryTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TArrayTypeEntry$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TArrayTypeEntry,0,(0/25),0,(0/63),0,(0/38),0,(0/106)
org\apache\hive\service\cli\thrift\TBinaryColumn$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TBinaryColumn$TBinaryColumnStandardScheme,0,(0/3),0,(0/25),0,(0/17),0,(0/43)
org\apache\hive\service\cli\thrift\TBinaryColumn$TBinaryColumnStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TBinaryColumn$TBinaryColumnTupleScheme,0,(0/3),0,(0/9),0,(0/4),0,(0/18)
org\apache\hive\service\cli\thrift\TBinaryColumn$TBinaryColumnTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TBinaryColumn$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TBinaryColumn,0,(0/35),0,(0/133),0,(0/93),0,(0/166)
org\apache\hive\service\cli\thrift\TBoolColumn$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TBoolColumn$TBoolColumnStandardScheme,0,(0/3),0,(0/25),0,(0/17),0,(0/43)
org\apache\hive\service\cli\thrift\TBoolColumn$TBoolColumnStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TBoolColumn$TBoolColumnTupleScheme,0,(0/3),0,(0/9),0,(0/4),0,(0/18)
org\apache\hive\service\cli\thrift\TBoolColumn$TBoolColumnTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TBoolColumn$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TBoolColumn,0,(0/35),0,(0/133),0,(0/93),0,(0/165)
org\apache\hive\service\cli\thrift\TBoolValue$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TBoolValue$TBoolValueStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/25)
org\apache\hive\service\cli\thrift\TBoolValue$TBoolValueStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TBoolValue$TBoolValueTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/15)
org\apache\hive\service\cli\thrift\TBoolValue$TBoolValueTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TBoolValue$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TBoolValue,0,(0/24),0,(0/62),0,(0/38),0,(0/102)
org\apache\hive\service\cli\thrift\TByteColumn$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TByteColumn$TByteColumnStandardScheme,0,(0/3),0,(0/25),0,(0/17),0,(0/43)
org\apache\hive\service\cli\thrift\TByteColumn$TByteColumnStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TByteColumn$TByteColumnTupleScheme,0,(0/3),0,(0/9),0,(0/4),0,(0/18)
org\apache\hive\service\cli\thrift\TByteColumn$TByteColumnTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TByteColumn$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TByteColumn,0,(0/35),0,(0/133),0,(0/93),0,(0/165)
org\apache\hive\service\cli\thrift\TByteValue$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TByteValue$TByteValueStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/25)
org\apache\hive\service\cli\thrift\TByteValue$TByteValueStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TByteValue$TByteValueTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/15)
org\apache\hive\service\cli\thrift\TByteValue$TByteValueTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TByteValue$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TByteValue,0,(0/24),0,(0/62),0,(0/38),0,(0/102)
org\apache\hive\service\cli\thrift\TCancelDelegationTokenReq$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TCancelDelegationTokenReq$TCancelDelegationTokenReqStandardScheme,0,(0/3),0,(0/19),0,(0/13),0,(0/35)
org\apache\hive\service\cli\thrift\TCancelDelegationTokenReq$TCancelDelegationTokenReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCancelDelegationTokenReq$TCancelDelegationTokenReqTupleScheme,0,(0/3),0,(0/3),-,,0,(0/12)
org\apache\hive\service\cli\thrift\TCancelDelegationTokenReq$TCancelDelegationTokenReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TCancelDelegationTokenReq$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
