Class_path,Method_name,Method_len,Method_flags,Block_id,Block_start,Block_end,Block_count,Block_opcode,Block_type,Cond_true_start,Cond_true_end,Cond_true_count,Cond_false_start,Cond_false_end,Cond_false_count,Goto_start,Goto_count,Line_in_file,Can_fall_through,Is_constructor
org/apache/tika/io/IOUtils.java,copyLarge,42, public static,4033,40,41,331,lreturn,exit,-,-,-,-,-,-,-,-,1045,no,no
org/apache/tika/io/IOUtils.java,copy,23, public static,4037,0,22,0,-,exit,-,-,-,-,-,-,-,-,1069,no,no
org/apache/tika/io/IOUtils.java,copy,33, public static,4038,0,3,0,-,cond,12,31,0,4,11,0,-,-,1101,no,no
org/apache/tika/io/IOUtils.java,copy,33, public static,4040,4,11,0,-,goto,-,-,-,-,-,-,32,0,1110,no,no
org/apache/tika/io/IOUtils.java,copy,33, public static,4039,12,31,0,-,-,-,-,-,-,-,-,-,-,1110,no,no
org/apache/tika/io/IOUtils.java,copy,33, public static,4042,32,32,0,-,exit,-,-,-,-,-,-,-,-,1110,yes,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4043,0,6,0,-,cond,16,22,0,7,15,0,-,-,1130,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4045,7,15,0,-,-,-,-,-,-,-,-,-,-,1147,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4056,16,22,0,-,cond,32,36,0,23,31,0,-,-,1147,yes,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4047,23,31,0,-,-,-,-,-,-,-,-,-,-,1147,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4057,32,36,0,-,-,-,-,-,-,-,-,-,-,1147,yes,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4058,37,41,0,-,cond,62,71,0,42,51,0,-,-,1147,yes,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4049,42,51,0,-,cond,54,61,0,52,53,0,-,-,1147,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4051,52,53,0,ireturn,exit,-,-,-,-,-,-,-,-,1147,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4050,54,61,0,-,goto,-,-,-,-,-,-,37,0,1147,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4050,62,71,0,-,cond,76,76,0,72,75,0,-,-,1147,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4054,72,75,0,-,goto,-,-,-,-,-,-,77,0,1147,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4053,76,76,0,-,-,-,-,-,-,-,-,-,-,1147,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4059,77,77,0,-,exit,-,-,-,-,-,-,-,-,1147,yes,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4060,0,6,0,-,cond,16,22,0,7,15,0,-,-,1167,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4062,7,15,0,-,-,-,-,-,-,-,-,-,-,1184,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4073,16,22,0,-,cond,32,36,0,23,31,0,-,-,1184,yes,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4064,23,31,0,-,-,-,-,-,-,-,-,-,-,1184,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4074,32,36,0,-,-,-,-,-,-,-,-,-,-,1184,yes,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4075,37,41,0,-,cond,62,71,0,42,51,0,-,-,1184,yes,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4066,42,51,0,-,cond,54,61,0,52,53,0,-,-,1184,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4068,52,53,0,ireturn,exit,-,-,-,-,-,-,-,-,1184,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4067,54,61,0,-,goto,-,-,-,-,-,-,37,0,1184,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4067,62,71,0,-,cond,76,76,0,72,75,0,-,-,1184,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4071,72,75,0,-,goto,-,-,-,-,-,-,77,0,1184,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4070,76,76,0,-,-,-,-,-,-,-,-,-,-,1184,no,no
org/apache/tika/io/IOUtils.java,contentEquals,78, public static,4076,77,77,0,-,exit,-,-,-,-,-,-,-,-,1184,yes,no
org/apache/tika/io/IOUtils.java,<clinit>,9, static,4077,0,8,7,-,exit,-,-,-,-,-,-,-,-,81,no,no
org/apache/tika/io/LookaheadInputStream.java,<init>,41, public,4078,0,34,6,-,cond,40,40,1,35,39,5,-,-,69,no,yes
org/apache/tika/io/LookaheadInputStream.java,<init>,41, public,4080,35,39,5,-,-,-,-,-,-,-,-,-,-,75,no,yes
org/apache/tika/io/LookaheadInputStream.java,<init>,41, public,4081,40,40,5,-,exit,-,-,-,-,-,-,-,-,75,yes,yes
org/apache/tika/io/LookaheadInputStream.java,close,20, public,4082,0,6,6,-,cond,19,19,1,7,18,5,-,-,79,no,no
org/apache/tika/io/LookaheadInputStream.java,close,20, public,4084,7,18,5,-,-,-,-,-,-,-,-,-,-,83,no,no
org/apache/tika/io/LookaheadInputStream.java,close,20, public,4085,19,19,5,-,exit,-,-,-,-,-,-,-,-,83,yes,no
org/apache/tika/io/LookaheadInputStream.java,fill,75, private,4086,0,6,16,-,cond,74,74,5,7,18,11,-,-,86,no,no
org/apache/tika/io/LookaheadInputStream.java,fill,75, private,4088,7,18,11,-,cond,74,74,6,19,25,5,-,-,94,no,no
org/apache/tika/io/LookaheadInputStream.java,fill,75, private,4090,19,25,5,-,cond,74,74,1,26,56,4,-,-,94,no,no
org/apache/tika/io/LookaheadInputStream.java,fill,75, private,4092,26,56,4,-,cond,70,73,1,57,69,3,-,-,94,no,no
org/apache/tika/io/LookaheadInputStream.java,fill,75, private,4094,57,69,3,-,goto,-,-,-,-,-,-,74,3,94,no,no
org/apache/tika/io/LookaheadInputStream.java,fill,75, private,4093,70,73,1,-,-,-,-,-,-,-,-,-,-,94,no,no
org/apache/tika/io/LookaheadInputStream.java,fill,75, private,4096,74,74,1,-,exit,-,-,-,-,-,-,-,-,94,yes,no
org/apache/tika/io/LookaheadInputStream.java,read,38, public,4097,0,14,14,-,cond,36,37,7,15,35,7,-,-,98,no,no
org/apache/tika/io/LookaheadInputStream.java,read,38, public,4099,15,35,7,ireturn,exit,-,-,-,-,-,-,-,-,102,no,no
org/apache/tika/io/LookaheadInputStream.java,read,38, public,4098,36,37,7,ireturn,exit,-,-,-,-,-,-,-,-,102,no,no
org/apache/tika/io/LookaheadInputStream.java,read,57, public,4100,0,14,0,-,cond,55,56,0,15,54,0,-,-,108,no,no
org/apache/tika/io/LookaheadInputStream.java,read,57, public,4102,15,54,0,ireturn,exit,-,-,-,-,-,-,-,-,115,no,no
org/apache/tika/io/LookaheadInputStream.java,read,57, public,4101,55,56,0,ireturn,exit,-,-,-,-,-,-,-,-,115,no,no
org/apache/tika/io/LookaheadInputStream.java,skip,28, public,4103,0,27,2,-,exit,-,-,-,-,-,-,-,-,121,no,no
org/apache/tika/io/LookaheadInputStream.java,available,10, public,4104,0,9,18,-,exit,-,-,-,-,-,-,-,-,129,no,no
org/apache/tika/io/LookaheadInputStream.java,markSupported,2, public,4105,0,1,0,-,exit,-,-,-,-,-,-,-,-,134,no,no
org/apache/tika/io/LookaheadInputStream.java,mark,9, public synchronized,4106,0,8,2,-,exit,-,-,-,-,-,-,-,-,139,no,no
org/apache/tika/io/LookaheadInputStream.java,reset,9, public synchronized,4107,0,8,2,-,exit,-,-,-,-,-,-,-,-,144,no,no
org/apache/tika/io/LookaheadInputStreamTest.java,<init>,5, public,7825,0,4,6,-,exit,-,-,-,-,-,-,-,-,30,no,yes
org/apache/tika/io/LookaheadInputStreamTest.java,testNullStream,23, public,7826,0,22,1,-,exit,-,-,-,-,-,-,-,-,34,no,no
org/apache/tika/io/LookaheadInputStreamTest.java,testEmptyStream,49, public,7827,0,48,1,-,exit,-,-,-,-,-,-,-,-,40,no,no
org/apache/tika/io/LookaheadInputStreamTest.java,testBasicLookahead,118, public,7828,0,117,1,-,exit,-,-,-,-,-,-,-,-,49,no,no
org/apache/tika/io/LookaheadInputStreamTest.java,testZeroLookahead,96, public,7829,0,95,1,-,exit,-,-,-,-,-,-,-,-,64,no,no
org/apache/tika/io/LookaheadInputStreamTest.java,testMarkLookahead,169, public,7830,0,168,1,-,exit,-,-,-,-,-,-,-,-,77,no,no
org/apache/tika/io/LookaheadInputStreamTest.java,testSkipLookahead,125, public,7831,0,124,1,-,exit,-,-,-,-,-,-,-,-,99,no,no
org/apache/tika/io/NullInputStream.java,<init>,8, public,4108,0,7,8,-,exit,-,-,-,-,-,-,-,-,79,no,yes
org/apache/tika/io/NullInputStream.java,<init>,28, public,4109,0,27,8,-,exit,-,-,-,-,-,-,-,-,93,no,yes
org/apache/tika/io/NullInputStream.java,getPosition,5, public,4110,0,4,0,-,exit,-,-,-,-,-,-,-,-,105,no,no
org/apache/tika/io/NullInputStream.java,getSize,5, public,4111,0,4,0,-,exit,-,-,-,-,-,-,-,-,114,no,no
org/apache/tika/io/NullInputStream.java,available,32, public,4112,0,15,0,-,cond,18,25,0,16,17,0,-,-,124,no,no
org/apache/tika/io/NullInputStream.java,available,32, public,4114,16,17,0,ireturn,exit,-,-,-,-,-,-,-,-,130,no,no
org/apache/tika/io/NullInputStream.java,available,32, public,4113,18,25,0,-,cond,29,31,0,26,28,0,-,-,130,no,no
org/apache/tika/io/NullInputStream.java,available,32, public,4116,26,28,0,ireturn,exit,-,-,-,-,-,-,-,-,130,no,no
org/apache/tika/io/NullInputStream.java,available,32, public,4115,29,31,0,ireturn,exit,-,-,-,-,-,-,-,-,130,no,no
org/apache/tika/io/NullInputStream.java,close,18, public,4117,0,17,0,-,exit,-,-,-,-,-,-,-,-,142,no,no
org/apache/tika/io/NullInputStream.java,mark,32, public synchronized,4118,0,6,0,-,cond,17,31,0,7,16,0,-,-,156,no,no
org/apache/tika/io/NullInputStream.java,mark,32, public synchronized,4120,7,16,0,athrow,exit,-,-,-,-,-,-,-,-,161,no,no
org/apache/tika/io/NullInputStream.java,mark,32, public synchronized,4119,17,31,0,return,exit,-,-,-,-,-,-,-,-,161,no,no
org/apache/tika/io/NullInputStream.java,markSupported,5, public,4121,0,4,0,-,exit,-,-,-,-,-,-,-,-,170,no,no
org/apache/tika/io/NullInputStream.java,read,49, public,4122,0,6,0,-,cond,17,28,0,7,16,0,-,-,185,no,no
org/apache/tika/io/NullInputStream.java,read,49, public,4124,7,16,0,athrow,exit,-,-,-,-,-,-,-,-,192,no,no
org/apache/tika/io/NullInputStream.java,read,49, public,4123,17,28,0,-,cond,34,48,0,29,33,0,-,-,192,no,no
org/apache/tika/io/NullInputStream.java,read,49, public,4126,29,33,0,ireturn,exit,-,-,-,-,-,-,-,-,192,no,no
org/apache/tika/io/NullInputStream.java,read,49, public,4125,34,48,0,ireturn,exit,-,-,-,-,-,-,-,-,192,no,no
org/apache/tika/io/NullInputStream.java,read,9, public,4127,0,8,0,-,exit,-,-,-,-,-,-,-,-,208,no,no
org/apache/tika/io/NullInputStream.java,read,93, public,4128,0,6,736,-,cond,17,28,736,7,16,0,-,-,226,no,no
org/apache/tika/io/NullInputStream.java,read,93, public,4130,7,16,0,athrow,exit,-,-,-,-,-,-,-,-,239,no,no
org/apache/tika/io/NullInputStream.java,read,93, public,4129,17,28,736,-,cond,34,59,736,29,33,0,-,-,239,no,no
org/apache/tika/io/NullInputStream.java,read,93, public,4132,29,33,0,ireturn,exit,-,-,-,-,-,-,-,-,239,no,no
org/apache/tika/io/NullInputStream.java,read,93, public,4131,34,59,736,-,cond,82,92,733,60,81,3,-,-,239,no,no
org/apache/tika/io/NullInputStream.java,read,93, public,4134,60,81,3,-,-,-,-,-,-,-,-,-,-,239,no,no
org/apache/tika/io/NullInputStream.java,read,93, public,4135,82,92,3,-,exit,-,-,-,-,-,-,-,-,239,yes,no
org/apache/tika/io/NullInputStream.java,reset,114, public synchronized,4136,0,6,0,-,cond,17,25,0,7,16,0,-,-,252,no,no
org/apache/tika/io/NullInputStream.java,reset,114, public synchronized,4138,7,16,0,athrow,exit,-,-,-,-,-,-,-,-,265,no,no
org/apache/tika/io/NullInputStream.java,reset,114, public synchronized,4137,17,25,0,-,cond,36,52,0,26,35,0,-,-,265,no,no
org/apache/tika/io/NullInputStream.java,reset,114, public synchronized,4140,26,35,0,athrow,exit,-,-,-,-,-,-,-,-,265,no,no
org/apache/tika/io/NullInputStream.java,reset,114, public synchronized,4139,36,52,0,-,cond,100,113,0,53,99,0,-,-,265,no,no
org/apache/tika/io/NullInputStream.java,reset,114, public synchronized,4142,53,99,0,athrow,exit,-,-,-,-,-,-,-,-,265,no,no
org/apache/tika/io/NullInputStream.java,reset,114, public synchronized,4141,100,113,0,return,exit,-,-,-,-,-,-,-,-,265,no,no
org/apache/tika/io/NullInputStream.java,skip,81, public,4143,0,6,0,-,cond,17,28,0,7,16,0,-,-,280,no,no
org/apache/tika/io/NullInputStream.java,skip,81, public,4145,7,16,0,athrow,exit,-,-,-,-,-,-,-,-,292,no,no
org/apache/tika/io/NullInputStream.java,skip,81, public,4144,17,28,0,-,cond,35,58,0,29,34,0,-,-,292,no,no
org/apache/tika/io/NullInputStream.java,skip,81, public,4147,29,34,0,lreturn,exit,-,-,-,-,-,-,-,-,292,no,no
org/apache/tika/io/NullInputStream.java,skip,81, public,4146,35,58,0,-,cond,79,80,0,59,78,0,-,-,292,no,no
org/apache/tika/io/NullInputStream.java,skip,81, public,4149,59,78,0,-,-,-,-,-,-,-,-,-,-,292,no,no
org/apache/tika/io/NullInputStream.java,skip,81, public,4150,79,80,0,-,exit,-,-,-,-,-,-,-,-,292,yes,no
org/apache/tika/io/NullInputStream.java,processByte,2, protected,4151,0,1,0,-,exit,-,-,-,-,-,-,-,-,304,no,no
org/apache/tika/io/NullInputStream.java,processBytes,1, protected,4152,0,0,736,-,exit,-,-,-,-,-,-,-,-,319,no,no
org/apache/tika/io/NullInputStream.java,doEndOfFile,22, private,4153,0,11,0,-,cond,20,21,0,12,19,0,-,-,330,no,no
org/apache/tika/io/NullInputStream.java,doEndOfFile,22, private,4155,12,19,0,athrow,exit,-,-,-,-,-,-,-,-,334,no,no
org/apache/tika/io/NullInputStream.java,doEndOfFile,22, private,4154,20,21,0,ireturn,exit,-,-,-,-,-,-,-,-,334,no,no
org/apache/tika/io/NullOutputStream.java,<init>,5, public,4156,0,4,0,-,exit,-,-,-,-,-,-,-,-,31,no,yes
org/apache/tika/io/NullOutputStream.java,write,1, public,4157,0,0,0,-,exit,-,-,-,-,-,-,-,-,47,no,no
org/apache/tika/io/NullOutputStream.java,write,1, public,4158,0,0,0,-,exit,-,-,-,-,-,-,-,-,56,no,no
org/apache/tika/io/NullOutputStream.java,write,1, public,4159,0,0,0,-,exit,-,-,-,-,-,-,-,-,66,no,no
org/apache/tika/io/NullOutputStream.java,<clinit>,11, static,4160,0,10,0,-,exit,-,-,-,-,-,-,-,-,36,no,no
org/apache/tika/io/ProxyInputStream.java,<init>,6, public,4161,0,5,38858,-,exit,-,-,-,-,-,-,-,-,46,no,yes
org/apache/tika/io/ProxyInputStream.java,read,37, public,4162,0,18,13804814,-,cond,23,23,131,19,22,13804682,-,-,58,no,no
org/apache/tika/io/ProxyInputStream.java,read,37, public,4164,19,22,13804682,-,goto,-,-,-,-,-,-,24,13804682,64,no,no
org/apache/tika/io/ProxyInputStream.java,read,37, public,4163,23,23,131,-,-,-,-,-,-,-,-,-,-,64,no,no
org/apache/tika/io/ProxyInputStream.java,read,37, public,4167,24,28,131,-,exit,-,-,-,-,-,-,-,-,64,yes,no
org/apache/tika/io/ProxyInputStream.java,read,37, public,4166,29,36,1,-,exit,-,-,-,-,-,-,-,-,64,no,no
org/apache/tika/io/ProxyInputStream.java,read,30, public,4168,0,21,8284,-,exit,-,-,-,-,-,-,-,-,77,no,no
org/apache/tika/io/ProxyInputStream.java,read,30, public,4169,22,29,0,-,exit,-,-,-,-,-,-,-,-,83,no,no
org/apache/tika/io/ProxyInputStream.java,read,36, public,4170,0,25,162149,-,exit,-,-,-,-,-,-,-,-,98,no,no
org/apache/tika/io/ProxyInputStream.java,read,36, public,4171,26,35,0,-,exit,-,-,-,-,-,-,-,-,104,no,no
org/apache/tika/io/ProxyInputStream.java,skip,17, public,4172,0,8,167,-,exit,-,-,-,-,-,-,-,-,117,no,no
org/apache/tika/io/ProxyInputStream.java,skip,17, public,4173,9,16,0,-,exit,-,-,-,-,-,-,-,-,120,no,no
org/apache/tika/io/ProxyInputStream.java,available,13, public,4174,0,4,123922,-,exit,-,-,-,-,-,-,-,-,132,no,no
org/apache/tika/io/ProxyInputStream.java,available,13, public,4175,5,12,0,-,exit,-,-,-,-,-,-,-,-,135,no,no
org/apache/tika/io/ProxyInputStream.java,close,17, public,4176,0,9,0,-,goto,-,-,-,-,-,-,16,0,146,no,no
org/apache/tika/io/ProxyInputStream.java,close,17, public,4178,10,15,0,-,-,-,-,-,-,-,-,-,-,150,no,no
org/apache/tika/io/ProxyInputStream.java,close,17, public,4179,16,16,0,-,exit,-,-,-,-,-,-,-,-,150,yes,no
org/apache/tika/io/ProxyInputStream.java,mark,9, public synchronized,4180,0,8,7600,-,exit,-,-,-,-,-,-,-,-,158,no,no
org/apache/tika/io/ProxyInputStream.java,reset,17, public synchronized,4181,0,9,7670,-,goto,-,-,-,-,-,-,16,7668,168,no,no
org/apache/tika/io/ProxyInputStream.java,reset,17, public synchronized,4183,10,15,2,-,-,-,-,-,-,-,-,-,-,172,no,no
org/apache/tika/io/ProxyInputStream.java,reset,17, public synchronized,4184,16,16,0,-,exit,-,-,-,-,-,-,-,-,172,yes,no
org/apache/tika/io/ProxyInputStream.java,markSupported,8, public,4185,0,7,103,-,exit,-,-,-,-,-,-,-,-,180,no,no
org/apache/tika/io/ProxyInputStream.java,beforeRead,1, protected,4186,0,0,13975247,-,exit,-,-,-,-,-,-,-,-,202,no,no
org/apache/tika/io/ProxyInputStream.java,afterRead,1, protected,4187,0,0,187929,-,exit,-,-,-,-,-,-,-,-,222,no,no
org/apache/tika/io/ProxyInputStream.java,handleIOException,2, protected,4188,0,1,1,-,exit,-,-,-,-,-,-,-,-,234,no,no
org/apache/tika/io/TaggedIOException.java,<init>,15, public,4189,0,14,3,-,exit,-,-,-,-,-,-,-,-,40,no,yes
org/apache/tika/io/TaggedIOException.java,getTag,5, public,4190,0,4,0,-,exit,-,-,-,-,-,-,-,-,50,no,no
org/apache/tika/io/TaggedIOException.java,getCause,8, public,4191,0,7,0,-,exit,-,-,-,-,-,-,-,-,61,no,no
org/apache/tika/io/TaggedIOException.java,getCause,5, public bridge synthetic,4192,0,4,0,-,exit,-,-,-,-,-,-,-,-,26,no,no
org/apache/tika/io/TaggedInputStream.java,<init>,13, public,4193,0,12,2825,-,exit,-,-,-,-,-,-,-,-,74,no,yes
org/apache/tika/io/TaggedInputStream.java,get,21, public static,4194,0,6,23,-,cond,12,20,13,7,11,10,-,-,84,no,no
org/apache/tika/io/TaggedInputStream.java,get,21, public static,4196,7,11,10,areturn,exit,-,-,-,-,-,-,-,-,87,no,no
org/apache/tika/io/TaggedInputStream.java,get,21, public static,4195,12,20,13,areturn,exit,-,-,-,-,-,-,-,-,87,no,no
org/apache/tika/io/TaggedInputStream.java,isCauseOf,26, public,4197,0,6,0,-,cond,24,25,0,7,23,0,-,-,98,no,no
org/apache/tika/io/TaggedInputStream.java,isCauseOf,26, public,4199,7,23,0,ireturn,exit,-,-,-,-,-,-,-,-,102,no,no
org/apache/tika/io/TaggedInputStream.java,isCauseOf,26, public,4198,24,25,0,ireturn,exit,-,-,-,-,-,-,-,-,102,no,no
org/apache/tika/io/TaggedInputStream.java,throwIfCauseOf,32, public,4200,0,6,2,-,cond,31,31,2,7,25,0,-,-,117,no,no
org/apache/tika/io/TaggedInputStream.java,throwIfCauseOf,32, public,4202,7,25,0,-,cond,31,31,0,26,30,0,-,-,123,no,no
org/apache/tika/io/TaggedInputStream.java,throwIfCauseOf,32, public,4204,26,30,0,athrow,exit,-,-,-,-,-,-,-,-,123,no,no
org/apache/tika/io/TaggedInputStream.java,throwIfCauseOf,32, public,4203,31,31,0,return,exit,-,-,-,-,-,-,-,-,123,no,no
org/apache/tika/io/TaggedInputStream.java,handleIOException,13, protected,4205,0,12,3,-,exit,-,-,-,-,-,-,-,-,133,no,no
org/apache/tika/io/TaggedInputStream.java,toString,23, public,4206,0,22,0,-,exit,-,-,-,-,-,-,-,-,137,no,no
org/apache/tika/io/TaggedInputStreamTest.java,<init>,5, public,7832,0,4,1,-,exit,-,-,-,-,-,-,-,-,27,no,yes
org/apache/tika/io/TaggedInputStreamTest.java,createdIOExceptionIsSerializable,29, public,7833,0,22,1,-,goto,-,-,-,-,-,-,28,0,32,no,no
org/apache/tika/io/TaggedInputStreamTest.java,createdIOExceptionIsSerializable,29, public,7835,23,27,1,-,-,-,-,-,-,-,-,-,-,36,no,no
org/apache/tika/io/TaggedInputStreamTest.java,createdIOExceptionIsSerializable,29, public,7836,28,28,1,-,exit,-,-,-,-,-,-,-,-,36,yes,no
org/apache/tika/io/TaggedInputStreamTest.java,assertCanSerialize,81, private static,7837,0,27,1,-,cond,80,80,0,28,34,1,-,-,39,no,no
org/apache/tika/io/TaggedInputStreamTest.java,assertCanSerialize,81, private static,7839,28,34,1,-,goto,-,-,-,-,-,-,80,1,53,no,no
org/apache/tika/io/TaggedInputStreamTest.java,assertCanSerialize,81, private static,7849,35,38,0,-,goto,-,-,-,-,-,-,80,0,53,no,no
org/apache/tika/io/TaggedInputStreamTest.java,assertCanSerialize,81, private static,7850,39,50,0,-,cond,80,80,0,51,57,0,-,-,53,no,no
org/apache/tika/io/TaggedInputStreamTest.java,assertCanSerialize,81, private static,7843,51,57,0,-,goto,-,-,-,-,-,-,80,0,53,no,no
org/apache/tika/io/TaggedInputStreamTest.java,assertCanSerialize,81, private static,7851,58,61,0,-,goto,-,-,-,-,-,-,80,0,53,no,no
org/apache/tika/io/TaggedInputStreamTest.java,assertCanSerialize,81, private static,7854,62,67,0,-,cond,77,79,0,68,74,0,-,-,53,no,no
org/apache/tika/io/TaggedInputStreamTest.java,assertCanSerialize,81, private static,7847,68,74,0,-,goto,-,-,-,-,-,-,77,0,53,no,no
org/apache/tika/io/TaggedInputStreamTest.java,assertCanSerialize,81, private static,7853,75,76,0,-,-,-,-,-,-,-,-,-,-,53,no,no
org/apache/tika/io/TaggedInputStreamTest.java,assertCanSerialize,81, private static,7855,77,79,0,-,exit,-,-,-,-,-,-,-,-,53,yes,no
org/apache/tika/io/TaggedInputStreamTest.java,assertCanSerialize,81, private static,7855,80,80,0,return,exit,-,-,-,-,-,-,-,-,53,no,no
org/apache/tika/io/TailStream.java,<init>,18, public,4207,0,17,19,-,exit,-,-,-,-,-,-,-,-,73,no,yes
org/apache/tika/io/TailStream.java,read,18, public,4208,0,9,3509,-,cond,16,17,17,10,15,3492,-,-,85,no,no
org/apache/tika/io/TailStream.java,read,18, public,4210,10,15,3492,-,-,-,-,-,-,-,-,-,-,90,no,no
org/apache/tika/io/TailStream.java,read,18, public,4211,16,17,3492,-,exit,-,-,-,-,-,-,-,-,90,yes,no
org/apache/tika/io/TailStream.java,read,19, public,4212,0,9,168,-,cond,17,18,1,10,16,167,-,-,101,no,no
org/apache/tika/io/TailStream.java,read,19, public,4214,10,16,167,-,-,-,-,-,-,-,-,-,-,106,no,no
org/apache/tika/io/TailStream.java,read,19, public,4215,17,18,167,-,exit,-,-,-,-,-,-,-,-,106,yes,no
org/apache/tika/io/TailStream.java,read,25, public,4216,0,13,811,-,cond,22,24,4,14,21,807,-,-,117,no,no
org/apache/tika/io/TailStream.java,read,25, public,4218,14,21,807,-,-,-,-,-,-,-,-,-,-,122,no,no
org/apache/tika/io/TailStream.java,read,25, public,4219,22,24,807,-,exit,-,-,-,-,-,-,-,-,122,yes,no
org/apache/tika/io/TailStream.java,skip,94, public,4220,0,19,626,-,methenter,-,-,-,-,-,-,-,-,132,no,no
org/apache/tika/io/TailStream.java,skip,94, public,4233,20,26,626,-,cond,73,77,624,27,32,629,-,-,147,yes,no
org/apache/tika/io/TailStream.java,skip,94, public,4222,27,32,629,-,cond,73,77,2,33,61,627,-,-,147,no,no
org/apache/tika/io/TailStream.java,skip,94, public,4224,33,61,627,-,cond,70,72,2,62,69,625,-,-,147,no,no
org/apache/tika/io/TailStream.java,skip,94, public,4226,62,69,625,-,-,-,-,-,-,-,-,-,-,147,no,no
org/apache/tika/io/TailStream.java,skip,94, public,4234,70,72,625,-,goto,-,-,-,-,-,-,20,627,147,yes,no
org/apache/tika/io/TailStream.java,skip,94, public,4234,73,77,625,-,cond,91,92,624,78,84,2,-,-,147,no,no
org/apache/tika/io/TailStream.java,skip,94, public,4229,78,84,2,-,cond,91,92,1,85,90,1,-,-,147,no,no
org/apache/tika/io/TailStream.java,skip,94, public,4231,85,90,1,-,goto,-,-,-,-,-,-,93,1,147,no,no
org/apache/tika/io/TailStream.java,skip,94, public,4230,91,92,1,-,-,-,-,-,-,-,-,-,-,147,no,no
org/apache/tika/io/TailStream.java,skip,94, public,4235,93,93,625,-,exit,-,-,-,-,-,-,-,-,147,yes,no
org/apache/tika/io/TailStream.java,mark,44, public,4236,0,43,1,-,exit,-,-,-,-,-,-,-,-,158,no,no
org/apache/tika/io/TailStream.java,reset,41, public,4237,0,6,2,-,cond,40,40,1,7,39,1,-,-,172,no,no
org/apache/tika/io/TailStream.java,reset,41, public,4239,7,39,1,-,-,-,-,-,-,-,-,-,-,178,no,no
org/apache/tika/io/TailStream.java,reset,41, public,4240,40,40,1,-,exit,-,-,-,-,-,-,-,-,178,yes,no
org/apache/tika/io/TailStream.java,getTail,58, public,4241,0,57,18,-,exit,-,-,-,-,-,-,-,-,190,no,no
org/apache/tika/io/TailStream.java,appendByte,44, private,4242,0,27,3492,-,cond,33,43,3489,28,32,3,-,-,206,no,no
org/apache/tika/io/TailStream.java,appendByte,44, private,4244,28,32,3,-,-,-,-,-,-,-,-,-,-,212,no,no
org/apache/tika/io/TailStream.java,appendByte,44, private,4245,33,43,3,-,exit,-,-,-,-,-,-,-,-,212,yes,no
org/apache/tika/io/TailStream.java,appendBuf,37, private,4246,0,7,974,-,cond,18,24,642,8,17,332,-,-,223,no,no
org/apache/tika/io/TailStream.java,appendBuf,37, private,4248,8,17,332,-,goto,-,-,-,-,-,-,25,332,233,no,no
org/apache/tika/io/TailStream.java,appendBuf,37, private,4247,18,24,642,-,-,-,-,-,-,-,-,-,-,233,no,no
org/apache/tika/io/TailStream.java,appendBuf,37, private,4250,25,36,642,-,exit,-,-,-,-,-,-,-,-,233,yes,no
org/apache/tika/io/TailStream.java,replaceTailBuffer,27, private,4251,0,26,332,-,exit,-,-,-,-,-,-,-,-,246,no,no
org/apache/tika/io/TailStream.java,copyToTailBuffer,67, private,4252,0,66,642,-,exit,-,-,-,-,-,-,-,-,262,no,no
org/apache/tika/io/TailStreamTest.java,<init>,5, public,7856,0,4,9,-,exit,-,-,-,-,-,-,-,-,33,no,yes
org/apache/tika/io/TailStreamTest.java,generateText,40, private static,7857,0,12,15,-,methenter,-,-,-,-,-,-,-,-,53,no,no
org/apache/tika/io/TailStreamTest.java,generateText,40, private static,7861,13,20,15,-,cond,31,39,15,21,30,129,-,-,59,yes,no
org/apache/tika/io/TailStreamTest.java,generateText,40, private static,7859,21,30,129,-,goto,-,-,-,-,-,-,13,129,59,no,no
